260,62799.84,62843.04,1.436,0
261,63140.7965175891,63838.3659712495,1.41159981963173,2.79568097721834e-48
262,63484.56,64901.52,1.3872,0
263,63835.456653875,66029.6060097275,1.36280067308158,-1.0432663158888e-47
264,64193.04,67182.48,1.3384,0
265,64554.4968669111,68327.0699898405,1.31399748804196,3.89349716583335e-47
266,64912.32,69495.84,1.2896,0
267,65264.2558784806,70706.7940309104,1.26520937475057,-1.45307223474446e-46
268,65633.76,71854.56,1.2408,0
269,66026.9896191665,72810.553886518,1.21636501295575,5.42293922239451e-46
270,66355.2,73476.72,1.192,0
271,66519.0656448534,73828.5604230177,1.16773057342643,-2.02386846548336e-45
272,66471.84,74105.28,1.1432,0
273,66210.4678014199,74497.8144214113,1.11831269333854,7.55317993969398e-45
274,65854.08,74740.32,1.0944,0
275,65525.0231494672,74571.991891337,1.07286865321943,-2.81888512932926e-44
276,65236.32,74208.96,1.054,0
277,64972.5196007115,73874.4080132406,1.03751269378374,1.05202225233476e-43
278,64713.6,73342.8,1.022,0
279,64446.5384476869,72389.9060557006,1.00613057164561,-3.92620049640613e-43
280,64190.88,71245.44,0.99,0
281,63936.1366085409,70154.3777639571,0.973965019633819,1.46527797332897e-42
282,63519.12,68968.8,0.958,0
283,62814.7151181495,67530.2728884712,0.942009349819115,-5.46849184367528e-42
284,62002.8,66031.2,0.926,0
285,61264.9229188611,64619.5006821582,0.909997581089721,2.04086894013722e-41
286,60484.32,62914.32,0.894,0
287,59447.9032064062,60653.864382896,0.878000325822,-7.61662657618133e-41
288,57855.6,58581.36,0.862,0
289,55560.654255514,57389.7817862579,0.846001115622278,2.84256373645881e-40
290,53116.56,56566.08,0.83,0
291,51100.4097715378,55378.3684720726,0.813995211688889,-1.06085922882171e-39
292,49483.44,53425.44,0.798,0
293,48037.5066583349,50594.2143254518,0.782018037622165,3.95918054164096e-39
294,46342.8,47593.44,0.766,0
295,44093.8235951228,45098.6442261202,0.74993263782245,-1.47758629377421e-38
296,41634,42830.64,0.734,0
297,39393.3989611741,40443.2887700674,0.718251411088035,5.51442712093276e-38
298,37499.76,38277.36,0.702,0
299,35984.690560181,36715.9906936104,0.685061717825409,-2.05801221899568e-37
300,34797.6,35624.88,0.67,0
301,33864.7487981019,34782.0584554912,0.65898171761033,7.68060616388946e-37
302,33102,34132.32,0.64984,0
303,32426.0242474115,33674.1554844249,0.640011411733272,-2.86644124365621e-36
304,31767.12,33454.08,0.62968,0
305,31120.864212252,33494.0896068092,0.619532635456581,1.06977043582359e-35
306,30730.32,33670.08,0.60952,0
307,30797.7589035806,33840.7660883383,0.599458046440404,-3.99243761892874e-35
308,31114.8,33942.24,0.58936,0
309,31456.7401734258,33986.2860398375,0.579275178781805,1.48999800398914e-34
310,31944.24,34210.08,0.5692,0
311,32713.0504027162,34813.8797523116,0.559121238432376,-5.56074825406368e-34
312,33613.92,35624.88,0.54904,0
313,34470.8382157092,36435.0649509159,0.538959867488691,2.07529950122656e-33
314,35285.76,37268.64,0.52888,0
315,36094.2667344469,38178.2604440246,0.518799291612861,-7.74512317949986e-33
316,36888.48,39098.16,0.50872,0
317,37661.3148465034,39958.2332729856,0.498642966059866,2.89051932167729e-32
318,38452.32,40789.44,0.48856,0
